topic_0,topic_1,topic_2,topic_3,label
0.0,0.0,0.0,0.9997707009315491,1
0.0,0.0,0.0,0.9999012351036072,1
0.0,0.831969678401947,0.0,0.1679352968931198,1
0.0,0.831969678401947,0.0,0.9954701662063599,1
0.0,0.831969678401947,0.0,0.9985409379005432,1
0.029153883457183838,0.06735685467720032,0.0,0.9034531712532043,0
0.029153883457183838,0.06735685467720032,0.9998822808265686,0.9034531712532043,0
0.029153883457183838,0.06735685467720032,0.8324457406997681,0.1612604558467865,0
0.029153883457183838,0.12936706840991974,0.8324457406997681,0.8625221252441406,0
0.029153883457183838,0.9997279644012451,0.8324457406997681,0.8625221252441406,1
0.8874529600143433,0.9997279644012451,0.05344996973872185,0.059038057923316956,1
0.8874529600143433,0.9997279644012451,0.9998478889465332,0.059038057923316956,0
0.8874529600143433,0.9997279644012451,0.9815181493759155,0.01836892031133175,0
0.8874529600143433,0.9997279644012451,0.9997389316558838,0.01836892031133175,0
0.8874529600143433,0.10023050755262375,0.8996448516845703,0.01836892031133175,1
0.8874529600143433,0.10023050755262375,0.15708127617835999,0.8427644968032837,1
0.3630934953689575,0.10023050755262375,0.15708127617835999,0.6367841362953186,1
0.12054192274808884,0.7528976798057556,0.12643292546272278,0.6367841362953186,1
0.06948719173669815,0.7528976798057556,0.5338447690010071,0.3940342962741852,0
0.06948719173669815,0.7528976798057556,0.5338447690010071,0.9998860955238342,1
0.04915104806423187,0.7190324068069458,0.231710284948349,0.9998860955238342,1
0.9997984170913696,0.7190324068069458,0.231710284948349,0.9998860955238342,1
0.05685364082455635,0.7190324068069458,0.09548071026802063,0.8476183414459229,0
0.05685364082455635,0.7190324068069458,0.8699576258659363,0.12992198765277863,1
0.05685364082455635,0.7190324068069458,0.08704156428575516,0.9120737910270691,0
0.05685364082455635,0.7190324068069458,0.7844588756561279,0.21543270349502563,1
0.10108216851949692,0.8800822496414185,0.7844588756561279,0.01875789277255535,0
0.10108216851949692,0.9996556043624878,0.7844588756561279,0.01875789277255535,1
0.1275777369737625,0.5496982336044312,0.06587108969688416,0.25685298442840576,0
0.1275777369737625,0.5496982336044312,0.06587108969688416,0.9997870326042175,1
0.8129206299781799,0.5496982336044312,0.06587108969688416,0.18693669140338898,1
0.8129206299781799,0.5496982336044312,0.06587108969688416,0.9998207688331604,0
0.017307138070464134,0.9825392961502075,0.06587108969688416,0.9998207688331604,1
0.06927250325679779,0.9825392961502075,0.731107771396637,0.1995573341846466,1
0.06927250325679779,0.5702918171882629,0.4295195937156677,0.1995573341846466,1
0.06927250325679779,0.9719946980476379,0.4295195937156677,0.027922816574573517,1
