topic_0,topic_1,topic_2,topic_3,label
0.06927250325679779,0.12161339074373245,0.4295195937156677,0.8782950043678284,0
0.014172885566949844,0.12161339074373245,0.4295195937156677,0.9857195615768433,1
0.014172885566949844,0.16049377620220184,0.8392847180366516,0.9857195615768433,1
0.014172885566949844,0.16049377620220184,0.9998430013656616,0.9857195615768433,0
0.014172885566949844,0.9998019933700562,0.9998430013656616,0.9857195615768433,1
0.0604495033621788,0.8887531161308289,0.05072013661265373,0.9857195615768433,1
0.0604495033621788,0.8887531161308289,0.05072013661265373,0.9959100484848022,0
0.0604495033621788,0.9924771189689636,0.05072013661265373,0.9959100484848022,1
0.0604495033621788,0.9987433552742004,0.05072013661265373,0.9959100484848022,1
0.0604495033621788,0.4277733564376831,0.05072013661265373,0.5720415711402893,1
0.0604495033621788,0.1002284586429596,0.8996468782424927,0.5720415711402893,1
0.017059285193681717,0.1002284586429596,0.7913281917572021,0.19155968725681305,1
0.017059285193681717,0.1002284586429596,0.28907036781311035,0.7107871174812317,1
0.06146390363574028,0.1002284586429596,0.5021467804908752,0.4363163709640503,1
0.06146390363574028,0.9995962381362915,0.5021467804908752,0.4363163709640503,1
0.06146390363574028,0.9996556043624878,0.5021467804908752,0.4363163709640503,1
0.06146390363574028,0.03536386042833328,0.9645129442214966,0.4363163709640503,1
0.08101771026849747,0.9188185334205627,0.9645129442214966,0.4363163709640503,1
0.020098337903618813,0.9188185334205627,0.9645129442214966,0.978945791721344,0
0.020098337903618813,0.9188185334205627,0.6857669949531555,0.3140568733215332,1
0.99976646900177,0.9188185334205627,0.6857669949531555,0.3140568733215332,1
0.99976646900177,0.9997818470001221,0.6857669949531555,0.3140568733215332,1
0.9774301648139954,0.9997818470001221,0.6857669949531555,0.02248462848365307,1
0.9998053908348083,0.9997818470001221,0.6857669949531555,0.02248462848365307,1
0.9998053908348083,0.9998009204864502,0.6857669949531555,0.02248462848365307,1
0.9998053908348083,0.8092740774154663,0.1905786395072937,0.02248462848365307,0
0.9998281002044678,0.8092740774154663,0.1905786395072937,0.02248462848365307,1
0.9998281002044678,0.8092740774154663,0.2653196156024933,0.7345395684242249,1
0.9998281002044678,0.8092740774154663,0.2653196156024933,0.9997597336769104,1
0.6967739462852478,0.8092740774154663,0.2653196156024933,0.3024638295173645,0
0.6967739462852478,0.8092740774154663,0.2653196156024933,0.9998398423194885,1
0.26761215925216675,0.8092740774154663,0.016859445720911026,0.7154315114021301,0
0.9998381733894348,0.8092740774154663,0.016859445720911026,0.7154315114021301,1
0.7759268283843994,0.2239556908607483,0.016859445720911026,0.7154315114021301,1
0.050899386405944824,0.2239556908607483,0.6932641863822937,0.2557501196861267,1
0.4928724467754364,0.46836814284324646,0.03865854814648628,0.2557501196861267,1
0.32353776693344116,0.09273388236761093,0.03865854814648628,0.5836341381072998,1
0.06347332149744034,0.09273388236761093,0.7377588748931885,0.19872575998306274,0
0.06347332149744034,0.13869555294513702,0.8611516356468201,0.19872575998306274,1
0.295602947473526,0.13869555294513702,0.8611516356468201,0.7042883634567261,0
0.295602947473526,0.13869555294513702,0.1955810785293579,0.8031266331672668,1
0.295602947473526,0.13869555294513702,0.028898727148771286,0.9709852933883667,1
0.295602947473526,0.13869555294513702,0.028898727148771286,0.9998222589492798,1
0.991364598274231,0.13869555294513702,0.028898727148771286,0.9998222589492798,1
0.580662190914154,0.13869555294513702,0.17833811044692993,0.24094419181346893,1
0.15272420644760132,0.13869555294513702,0.5583947896957397,0.2888220250606537,0
0.018556635826826096,0.13869555294513702,0.958621084690094,0.022753829136490822,0
0.07090713083744049,0.4441509246826172,0.44532620906829834,0.03961578384041786,1
0.9998196363449097,0.4441509246826172,0.44532620906829834,0.03961578384041786,1
0.9997225403785706,0.4441509246826172,0.44532620906829834,0.03961578384041786,1
