topic_0,topic_1,topic_2,label
0.0,0.9997448921203613,0.0,1
0.0,0.9998904466629028,0.0,1
0.0,0.9998524188995361,0.0,1
0.0,0.9998524188995361,0.9997183084487915,1
0.0,0.18629920482635498,0.8136449456214905,1
0.09105963259935379,0.07166233658790588,0.8372780084609985,0
0.9998879432678223,0.07166233658790588,0.8372780084609985,0
0.13393262028694153,0.16875413060188293,0.6973132491111755,0
0.01291262824088335,0.5874292850494385,0.39965808391571045,0
0.05422256141901016,0.9456362128257751,0.39965808391571045,1
0.8045492172241211,0.9456362128257751,0.19536414742469788,1
0.30925166606903076,0.9456362128257751,0.690688967704773,0
0.30925166606903076,0.9456362128257751,0.9998332262039185,0
0.30925166606903076,0.9456362128257751,0.9997758865356445,0
0.013580460101366043,0.07991185784339905,0.906507670879364,1
0.013580460101366043,0.2531749904155731,0.746700644493103,1
0.890343964099884,0.10954396426677704,0.746700644493103,1
0.3513238728046417,0.5906784534454346,0.057997629046440125,1
0.1555669754743576,0.5906784534454346,0.8421759605407715,0
0.1555669754743576,0.7977672219276428,0.20217527449131012,1
0.3117331266403198,0.5644404292106628,0.12382642179727554,1
0.9998142123222351,0.5644404292106628,0.12382642179727554,1
0.44858789443969727,0.5644404292106628,0.5513426065444946,0
0.44858789443969727,0.5644404292106628,0.9998221397399902,1
0.44858789443969727,0.5644404292106628,0.9998834133148193,0
0.44858789443969727,0.5644404292106628,0.9998398423194885,1
0.5956878066062927,0.40418756008148193,0.9998398423194885,0
0.07780050486326218,0.9220207333564758,0.9998398423194885,1
0.7137290835380554,0.23071874678134918,0.05555213242769241,0
0.18992383778095245,0.05092788115143776,0.7591482996940613,1
0.8449336290359497,0.019964154809713364,0.1351022571325302,1
0.8449336290359497,0.8606010675430298,0.13930854201316833,0
0.020173531025648117,0.9797139763832092,0.13930854201316833,1
0.11504745483398438,0.9797139763832092,0.8848609328269958,1
0.6717928051948547,0.3181236684322357,0.010083534754812717,1
0.6717928051948547,0.9971734285354614,0.010083534754812717,1
0.9864311218261719,0.013491389341652393,0.010083534754812717,0
0.9864311218261719,0.013491389341652393,0.999849259853363,1
0.9864311218261719,0.09554587304592133,0.8999583125114441,1
0.9864311218261719,0.09554587304592133,0.9998651742935181,0
0.25304052233695984,0.7468567490577698,0.9998651742935181,1
0.4865346848964691,0.5133618116378784,0.9998651742935181,1
0.4865346848964691,0.5133618116378784,0.9998180866241455,0
0.4865346848964691,0.9998008012771606,0.9998180866241455,1
0.0186245646327734,0.9811911582946777,0.9998180866241455,1
0.1094968318939209,0.7365812063217163,0.15392202138900757,1
0.012628450989723206,0.08036133646965027,0.9070101976394653,1
0.1596975028514862,0.08036133646965027,0.8402248620986938,1
0.1596975028514862,0.08036133646965027,0.9997894763946533,1
0.21353916823863983,0.08036133646965027,0.7863537073135376,1
0.21353916823863983,0.999615490436554,0.7863537073135376,1
0.21353916823863983,0.9996720552444458,0.7863537073135376,1
0.023420896381139755,0.9996720552444458,0.97528475522995,1
0.07613296806812286,0.9166043400764465,0.97528475522995,1
0.07613296806812286,0.9166043400764465,0.9998061060905457,0
0.07613296806812286,0.9166043400764465,0.9997398853302002,1
0.9363598227500916,0.9166043400764465,0.0635519027709961,1
0.9363598227500916,0.9997922778129578,0.0635519027709961,1
0.9998639225959778,0.9997922778129578,0.0635519027709961,1
0.9998151659965515,0.9997922778129578,0.0635519027709961,1
0.21122360229492188,0.7886731028556824,0.0635519027709961,1
0.21122360229492188,0.3285476565361023,0.6713583469390869,0
0.9998414516448975,0.3285476565361023,0.6713583469390869,1
0.9998414516448975,0.3285476565361023,0.9997919797897339,1
0.9998414516448975,0.9997334480285645,0.9997919797897339,1
0.859123706817627,0.9997334480285645,0.1408023089170456,0
0.513838529586792,0.9997334480285645,0.486094206571579,1
0.5469613075256348,0.9997334480285645,0.4528964161872864,0
0.999850869178772,0.9997334480285645,0.4528964161872864,1
0.9633622765541077,0.036551669239997864,0.4528964161872864,1
0.024524608626961708,0.036551669239997864,0.9753485918045044,1
0.675961971282959,0.297960102558136,0.026077918708324432,1
0.876103937625885,0.08926472067832947,0.03463132679462433,1
0.2303423285484314,0.08926472067832947,0.7666305303573608,0
0.2303423285484314,0.10270125418901443,0.8972012400627136,1
0.35487285256385803,0.5333667397499084,0.11176043003797531,0
0.35487285256385803,0.5333667397499084,0.9998065233230591,1
0.03279735893011093,0.5333667397499084,0.967124879360199,1
0.03279735893011093,0.9667936563491821,0.033116649836301804,1
0.9960929751396179,0.9667936563491821,0.033116649836301804,1
0.7559124231338501,0.9667936563491821,0.24400602281093597,1
0.07885803282260895,0.9667936563491821,0.9210553169250488,0
0.018825095146894455,0.9667936563491821,0.9810743927955627,0
0.28615686297416687,0.06687978655099869,0.646963357925415,1
0.9998337626457214,0.06687978655099869,0.646963357925415,1
0.999744176864624,0.06687978655099869,0.646963357925415,1
